Nome Comune,Numero di abitanti,Sindaco,Nome degli abitanti,Frazioni,Codice Postale,Superficie,Numero di frazioni,Etimologia del nome,Storia,Patrono,Epoca di fondazione,Anno di fondazione,Secolo di fondazione,Numero di punti di interesse,Numero di aziende,Numero di scuole,Percorsi,Eventi,Immagine,Sitografia,Giorno festivo month,Giorno festivo day,GeolocalizzazioneLattitude,GeolocalizzazioneLongitude
Pertosa,664,Domenico Barba,Pertosani,"Muraglione, Scelzoni",84030,6.16,2,"Il nome di Pertosa deriva dalla sua Grotta, e precisamente dal latino pertusus, bucato.","Il nome di Pertosa deriva dalla sua Grotta, e precisamente dal latino pertusus, bucato. I primi abitanti di Pertosa vivevano nella grotta e con il passare dei secoli iniziarono a trasferirsi al di fuori. A causa delle invasioni saracene verso la fine del IX secolo alcuni abitanti della vecchia Pertosa si rifugiarono sulla cima della collina di fronte alla grotta in località ""Calitria""; tale luogo era ben riparato e permetteva di controllare le vie d'accesso. Verso la metà dell'XI secolo qualche monaco benedettino si stabilì a Pertosa: i benedettini bonificarono la zona e diffusero su vasta scala la coltivazione degli olivi. In questo periodo i benedettini si arricchirono notevolmente tramite molte donazioni: nel 1092 gli venne donato il Casale di Pertosa, nel 1137 un mulino, nel 1180 e nel 1183 la grotta.Intorno al 1500 la popolazione aumentò e grazie alle sue favorevoli condizioni climatiche alcuni contadini di Caggiano tornarono a dimorare a Pertosa aggiungendosi a quei pochi abitanti e nel 1570 tornarono anche i benedettini che ricostruirono il monastero; a quel tempo Pertosa era un importante casale di Caggiano. Anche a Pertosa s'innalzò l'Albero della libertà nel 1799 e vennero eletti il municipe e il consiglio dei 6, ma questa esperienza fallirà: in seguito gli irregolari di Gerardo Curcio di Polla con gli abitanti di Pertosa pestarono il municipe. Nel 1829 Pertosa rivendica l'emancipazione da Caggiano che gli viene accordata con un decreto Reale il 20 marzo 1829.A partire dal 1º gennaio 1830 Pertosa iniziò ad operare con un'amministrazione autonoma. Il primo sindaco di Pertosa fu Biase Jasimone. Nel 1838 Pertosa richiese di avere un mercato per il giovedì. Sul finir del 1800 il dottor Paolo Carucci iniziò a esplorare la grotta rinvenendo molti reperti classificati nel suo libro ""La Grotta preistorica di Pertosa"". Grazie alle sue grotte, Pertosa è divenuta un importante centro turistico.Dal 1811 al 1860 ha fatto parte del circondario di Caggiano, appartenente al distretto di Sala del regno delle Due Sicilie.Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Caggiano, appartenente al circondario di Sala Consilina.Nella seconda guerra mondiale la popolazione trovò rifugiò nelle grotte di Pertosa e si salvò dai numerosi bombardamenti.","San Benedetto da Norcia, San Vittorio di Cesarea",,,,6.0,,,Grotte,Festa del Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/d51d2e0b-a289-4a7e-95b4-ccc98edbcb74.jpg,Wikipedia,Marzo,21,40.54521560668945,15.446847081184389
Petina,1074,Domenico D'Amato,Petinesi,,84020,35.47,0,"Dal latino ""zona con abeti""","Le fasi più antiche risalgono al periodo villanoviano, precisamente tra il IX e l'VIII secolo a.C. Si tratta di piccoli nuclei rinvenuti nei pressi di Costa Castello, di Ripa Alata e Ripa Longa e in località Massa. In quest'ultima zona, in seguito alla realizzazione della Via ab Regio ad Capuam, nota anche come Via Popilia o Via Annia o Via Popilia Lenate, costruita nel 132 a.C., risalgono diverse ville romane e una necropoli.Dall'VIII secolo d.C. giunsero diversi monaci greco-bizantini, noti come monaci basiliani, i quali iniziarono a vivere all'interno di grotte realizzando successivamente il complesso rupestre dello Spirito Santo, la fonte battesimale all'interno della grotta del Lauro e la prima fase dell'attuale Eremo di Sant'Onofrio. Poco alla volta, intorno a questi monaci, si stabilirono nuclei familiari dando origine prima al Borgo Massa all'attuale centro abitato di Petina.Intorno all'XI secolo d.C., per opera dei principi longobardi di Salerno, fu costruito un modesto fortilizio, situato oggi in via Castello. Sono ancora evidenti parte delle sue mura.Dal 1811 al 1860 ha fatto parte del circondario di Postiglione, appartenente al distretto di Campagna del regno delle Due Sicilie.Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Postiglione, appartenente al circondario di Campagna.",Sant'Onofrio Eremita,,,,6.0,,,Monti alburni,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/36fffb61-a832-4152-b6ea-c0824cbcbcc9.jpg,Wikipedia,Agosto,2,40.53234100341797,15.370699167251587
Piaggine,1208,Guglielmo Vairo,Piagginesi o Chianari,,84065,6.2,0,"Deriva dal termine dialettale piaggia o playa, ossia lido che scende sul mare","Il borgo, denominato Piaggine Soprane, dal 1811 al 1860 ha fatto parte del circondario di Laurino, appartenente al distretto di Vallo del Regno delle Due Sicilie.","San Nicola di Bari , Santa Filomena",,,,,1.0,2.0,0,"Fiera di S.Filomena , Festa della Madonna del Carmine , Festa della Madonna delle Grazie.",,Wikipedia,Dicembre,6,40.345659255981445,15.380550920963287
Pisciotta,2536,Ettore Liguori,Pisciottani,"Acciaroli, Cannicchio, Celso, Galdo, Pioppi",84066,31.24,2,"""Pixous"", deriva dal bosso (buxus semprevivens),arbusto sempreverde delle buxacee, simbolo della giovinezza del coraggio, della forza, della perennità del pensiero e dell'opera","L'anno 1464 segna per il paese uno sviluppo notevole allorquando gli abitanti superstiti di Molpa, in seguito alla distruzione del loro villaggio si rifugiarono a Pisciotta.",San Vito,Romana,650.0,VII,10.0,,2.0,0,,,Wikipedia,Settembre,30,40.10807991027832,15.23223549127579
Polla,5273,Massimo Loviso,Pollesi,"Cangito,Cisterna,Sant'Antuono, Tempio",84035,48.08,4,"Deriva dalla parola ""peth"" che significa casa o città, ed ""helion"" che significa luce o sole, quindi città del sole",Polla fu l'epicentro del disastroso terremoto del Vallo di Diano del 1561.,San Nicola,,,,6.0,2.0,7.0,0,,,Wikipedia,Dicembre,6,40.51551818847657,15.495121479034424
Pollica,2268,Stefano Pisani,Pollichesi,"Acciaroli  Cannicchio,Celso,Galdo,Pioppi",84068,28.17,5,"Deriva dal greco ""pollai oikiai"", ossia ""molte case""",Dal 1811 al 1860 è stato capoluogo dell'omonimo circondario appartenente al Distretto di Vallo del Regno delle Due Sicilie.,San Nicola di Bari,,,,3.0,,1.0,0,,,Wikipedia,Dicembre,6,40.19124984741211,15.05580246448517
Pontecagnano Faiano,26245,Giuseppe Lanzara,Pontecagnanesi,"Faiano, Corvinia, La Picciola, Magazzeno, Sant'Antonio",84098,37.19,5,,In fase preistorica il sito fu abitato dalle popolazioni della cultura del Gaudo tipiche della Campania dell'età del rame.,San Benedetto,Romana,,,9.0,3.0,4.0,0,,,Wikipedia,Marzo,21,40.64563751220704,14.86876130104065
Positano,3831,Giuseppe Guida,Positanesi,"Montepertuso,Nocelle",84017,8.65,2,,Dal 1806 al 1860 è stato capoluogo dell'omonimo circondario appartenente al Distretto di Salerno del Regno delle Due Sicilie.,"San Vito, Madonna Assunta",,,,8.0,1.0,1.0,0,,,Wikipedia,Giugno,15,40.62941551208496,14.487053453922272
Postiglione,2033,Mario Pepe,Postiglionesi,"Acquara,Canneto,Lago Rosso,Pescara,Selva nera,Terzo di mezzo",84026,48.24,6,,Il feudo di Postiglione faceva parte del potente ducato longobardo di Salerno.,"San Giorgio martire, San Nicola di Bari",,,,6.0,,0.0,0,,,Wikipedia,Aprile,23,40.55929183959961,15.231583714485168
Praiano,2026,Giovanni Di Martino,Praianesi,"Vettica Maggiore, Marina Di Praia",84010,2.67,2,"L'etimologia del nome Praiano è di origine latina, Pelagianum, (mare aperto), e il rinvenimento di ville romane lungo la costa (Positano, Minori), testimoniano la presenza degli antichi romani anche in epoca posteriore all'eruzione del 79 D.C. che seppellì Pompei, Ercolano e le altre città del Golfo di Napoli.","Era composto da due centri abitati praiano, e vettica , che guarda a ponente la nascita di un nucleo abitativo a praiano sembra essere antecedente alla repubblica amalfitana","San Gennaro, San Luca",,,,,,12.0,0,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/e0f16b64-3a50-4f92-a3da-ab35d6ef0831.jpg,Wikipedia,Marzo,25,40.61164855957031,14.525578022003174
Prignano Cilento,1035,Giovanni Cantalupo,prignanesi,"Melino, San Giuliano",84060,11.0,2,informazione assente,"Prignano Cilento, il paese dei fichi bianchi. Di Prignano, nome forse derivante dal latino Prinius o, come vuole la tradizione, allusivo alle piante di pero qui coltivante in abbondanza, si ha notizia dal 1070, come feudo compreso tra quelli restituiti alla famiglia Sanseverino nel 1276",San Nicola di Bari,Medievale,1070.0,XI,5.0,2.0,4.0,1,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/b7eea579-253e-4a47-bbe5-98fc0768265d.jpg,Wikipedia,Dicembre,6,40.33029556274414,15.067475438117983
Ravello,2490,Salvatore Di Martino,Ravellesi,"Sambuco, Castiglione, Torello, Lacco, Casa Rossa, Pendolo, Costa S.Cosma S.Trifone, S.Martino",84010,7.94,9,"Rebellum, ossia ribelle",Ravello fu fondata nel V secolo come rifugio dalle scorrerie dei barbari che segnarono la caduta dell'impero romano d'occidente,San Pantaleone Di Nicomedia,Medievale,,V,16.0,,8.0,,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/efd18d00-92a5-4d78-bd2f-950809ffc732.jpg,Wikipedia,Luglio,27,40.64919948577881,14.61106136441231
Ricigliano,1135,Giuseppe Picciuoli,Riciglianesi,,84020,27.0,0,"Ricilius, che dovette appartenere alla gens romana che ebbe il possesso di un fundus posto allora in agro del municipium di Volcei, estensione dell'attuale Ricigliano","Fu edificato dai greci, i quali dalla città di Tegua (Tegea) nel Peloponneso vennero in epoca remotissima a popolare la Lucania, di cui Ricigliano fece sempre parte. In tempi storici Ricigliano fu un vicus della vicina Volcei (oggi Buccino). Sotto i Romani era una città piuttosto importante a giudicare dal fatto che essa fu eretta a colonia latina. Tra i reperti di questo periodo è da segnalare, in località Santa Maria, la presenza di resti di una villa rustica romana.",San Cristoforo,,,,1.0,,14.0,,Informazione  assente,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/7409167f-5b25-415b-956e-9dbac8e1bbc1.jpg,Wikipedia,Luglio,25,40.66829681396485,15.492922067642212
Roccadaspide,7190,Gabriele Iuliano,Rocchesi,"Carretiello, Doglie, Fonte, Serra, Tempalta",84069,64.0,5,"rocca de aspio, che nel medioevo indicava un palo da vigneto","In particolare in località Tempalta, luogo caratterizzato da basse collinette a ridosso della vicina piana del Sele, sono state portate alla luce le tracce di insediamenti abitativi e di una necropoli i cui materiali vengono datati a partire dalla seconda metà del VII secolo a.C. e fino a tutto il IV secolo a.C. Tali elementi documentano la presenza di indigeni nel territorio, probabilmente di stirpe etrusca, insediati nella zona prima della fondazione della vicina città greca di Paestum (i cui ruderi sono oggi ricompresi nel territorio del comune di Capaccio) avvenuta invece successivamente tra la fine del VII ed i primi decenni del VI secolo a.C.",Sinforosa Di Tivoli,,,,,4.0,4.0,,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/52648f15-678a-41d8-8746-835aa3d3c9a2.jpg,Wikipedia,Luglio,18,40.425310134887695,15.193096697330477
Roccagloriosa,1175,Giuseppe Baldi,"Rocchetani, Rocchesani, Roccaglorensi",Acquavena,84060,42.0,1,dal latino: rocca e gloriosa. Sta ad indicare la posizione strategica del paese,"Sulla collina denominata ""Le Chiaie"" sono stati ritrovati reperti databili all'età del Bronzo (II millennio a.C.). Testimonianze più importanti risalgono all'età del ferro (VIII-VI secolo a.C.), in cui nella zona si sviluppò un insediamento stagionale. A partire dal V secolo a.C. si sviluppò un abitato, formato da case a pianta rettangolare allungata, posate su uno zoccolo di pietra. Dal IV al III secolo a.C. si costituisce un perimetro difensivo dell'abitato, cioè una cinta muraria costruita con blocchi di calcare, che lascia all'esterno la necropoli. All'interno della cittadina così fortificata le abitazioni si dispongono in isolati rettangolari",San Giovanni Battista,Medievale,,,4.0,3.0,9.0,,festa patronale,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/f4b20eee-2f2d-47a1-ab1f-3dfb90febdba.jpg,Wikipedia,Giugno,24,40.1085090637207,15.430367588996887
Roccapiemonte,9067,Carmine Pagano,Rocchesi,"Casali, San Potito",84086,5.22,2,,"In particolare in località Tempalta, luogo caratterizzato da basse collinette a ridosso della vicina piana del Sele, sono state portate alla luce le tracce di insediamenti abitativi e di una necropoli i cui materiali vengono datati a partire dalla seconda metà del VII secolo a.C. e fino a tutto il IV secolo a.C. Tali elementi documentano la presenza di indigeni nel territorio, probabilmente di stirpe etrusca, insediati nella zona prima della fondazione della vicina città greca di Paestum (i cui ruderi sono oggi ricompresi nel territorio del comune di Capaccio) avvenuta invece successivamente tra la fine del VII ed i primi decenni del VI secolo a.C.",San Giovanni Battista,Medievale,1042.0,XI,,7.0,16.0,,,,Wikipedia,Giugno,24,40.7615089416504,14.692910313606262
Rofrano,1549,Nicola Cammarano,"Abbenante, Cerreto, Fornillo, Pozzillo Borsito, Provitera, San Leo, San Menale, Tressanti, Treppaoli",Rofranesi,84070,5.8,9,"come detto in alcune scritture, dalle roveri di cui abbonda.","Le sue origini risalgono fra il III e il IV secolo e vengono attribuite a dei nobili crociati, allora abitanti nelle prossimità della montagna di Piaggine in un luogo che chiamarono Ruffium (da qui l'antica denominazione di ""Ruranu""). A seguito di epidemie (non accertate) e di brigantaggio, l'abitato si spostò avvicinandosi all'attuale ubicazione e cambiando il suo nome in Ruffio, per poi arrivare a Rufra e infine Rofrano (parola riferita alla terra che frana sotto i nemici). Nel Medioevo il feudo di Rofrano veniva concesso da Roberto il Guiscardo ad uno dei suoi cavalieri. Il relativo Castello, ampliato su un maniero preesistente di origine Longobardo-Bizantina, è tuttora visibile. il portone di accesso, fino all'inizio degli anni ottanta, era sormontato da un fabbricato costituito da muratura con travi di legno intrecciate e riempimento in pietrame, di chiara origine Nord-europea. nelle campagne è possibile ancora imbattersi in vecchi edifici in muratura con balconate in legno, frequenti nelle aree germaniche e Nord-Europee.",Madonna Di Grottaferrata,Medievale,,XI,3.0,2.0,1.0,2,festa patronale,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/be354cfd-7a5b-44ef-82d3-3d66f0e311f1.jpg,Wikipedia,Settembre,8,40.21193504333496,15.42998939752579
Romagnano al Monte,376,Giuliana Colucci,Romagnanesi,"Carpenino, Santa Maria",84020,9.0,2,"dal nome della famiglia a cui apparteneva, i romanus","Il centro storico si presenta arroccato su un crinale a picco sulle gole del fiume Platano che in quel tratto segna il confine tra la Campania e la Basilicata. In epoca romana il suo territorio ricadeva sotto la giurisdizione dell'antica Volcei, cioè dell'attuale Buccino. Di tale periodo non restano che le affioranti tracce di un pavimento in opus signinum nei pressi di una villa in località San Pietro, e altri resti sparsi.",Madonna Del Carmine,Medievale,1167.0,XII,,,,,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/cd5cc428-d00a-4659-98b3-bd0bbe3a0d02.jpg,Wikipedia,,,40.610361099243164,15.450760424137115
Roscigno,806,Pino Palmieri,Roscignoli,,84020,14.0,0,"""russignuolo"" vale a dire usignolo","I primi insediamenti abitativi, che costituirono uno dei primi nuclei abitati di Roscigno Vecchia, si formarono verso la fine dell'anno mille intorno ad un monastero di Benedettini che fu costruito ad un miglio a sud dalla località chiamata ""Piano"". La formazione dei primi insediamenti abitativi si ebbe per esigenze logistiche da parte dei pastori, porcari e bovari di Corleto Monforte, che stanchi di percorrere tutti i giorni la distanza (circa 4 km) tra l'attuale centro abitato di Roscigno Vecchia e l'antico centro medievale di Corleto Monforte decisero di costruire degli insediamenti abitativi vicini al monastero dei Benedettini e la chiesa di Santa Venere.",San Nicola,,,,,2.0,4.0,0,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/8270c453-f4d3-4947-bf51-3758d150a14f.jpg,Wikipedia,Dicembre,6,40.39956092834473,15.348450243473053
Rutino,832,Giuseppe Rotolo,Rutinesi,Rutino Scalo,84070,9.69,1,Rutinus,"In epoca longobarda, un nucleo più consistente di abitanti venne a insediarsi laddove oggi sorge il centro storico del vecchio insediamento, distrutto dal sisma del 23 novembre 1980. Sul volgere del primo millennio fu costruito in quel posto un castello e, poco distante, verso est, la prima chiesa parrocchiale intitolata alla Madonna del Parto e poi all'Assunta. I ruderi di questi due monumenti sono ancora visibili. Agli inizi della seconda metà del XVII sec., la parrocchia fu trasferita nella nuova chiesa dedicata alla Madonna del Rosario e ricostruita dalle fondamenta nella seconda metà del secolo successivo. Abbandonata in seguito al sisma del 23 novembre 1980, fu di nuovo riedificata ab imis fundamentis sotto lo stesso titolo nel nuovo insediamento in località Ariola.",San Michele Arcangelo,Medievale,954.0,X,10.0,50.0,12.0,Nelle Valli Dei Briganti. Rutino Stella. Maratona Rutino,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/6a9df325-b867-423f-b872-e46d78b220ca.jpg,Wikipedia,Maggio,9,40.29989652187506,15.074718076562972
Sacco,452,Franco Latempa,"Sacchesi, Saccatari",,84070,23.66,0,Saccus,"Fece parte del mandamento di Laurito, appartenente al Circondario di Vallo della Lucania.",San Silvestro,,600.0,VI,2.0,,13.0,"Gole Del Sammaro, Sacco Vecchio, Monte Motola, Monte Vivo",Festa Patronale,,Wikipedia,Dicembre,31,40.37954196453745,15.375650954821372
Sala Consilina,12057,Francesco Cavallone,Salesi,"Grecia, Quattro Querce, San Raffaele, San Rocco, San Sebastiano, Sant'Antonio, Sant'Eustacchio, Santo Leo, Santo Stefano, Trinità, Fondi",84036,59.7,12,Sala Consilinum,0,San Michele Arcangelo,,,,34.0,32.0,26.0,"Grande anello Alto, Grande anello Superiore, Bike in tour-Halloweel, Monte Vergine, Sentiero Fassati.","Mostra Venustas, Giornata dell'arte Sala Consilina.",http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/e7dccf0a-a3a2-4b02-93c1-752c4e82717d.jpg,Wikipedia,Maggio,8,40.40228820333128,15.589621941803356
Salento,1909,De Marco Gabriele,Salentini,"Campo Di Mare,Torre Santa Sabina, Pantanagianni,Campomarino,San Pietro, San Vito",84070,53.29,5,Salende,"Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Buccino, appartenente al circondario di Campagna.",Santa Barbara,Medievale,,IV,15.0,87.0,,"Laghi Alimini, Sentiero vecchio del Ciolo, Bosco di Tricase, ,Porto Selvaggio,La Mandra, Parco Del Rauccio.","Festival Del Cinema Europeo, Notte Della Taranta, Festival a Trecase, Alba Dei Popoli",http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/117084a6-9162-4ee4-8610-0b6820230996.jpg,Wikipedia,,,40.249761832221175,15.187963954739097
Salerno,130555,Vincenzo Napoli,Salernitani,"Case Incarto, Brignano Superiore, Lamia, Case De Rosa, Fuorni, Zona Industriale, Casa Rocco D'Amato,San Bartolomeo",84121,59.85,8,Salernum,0,San Matteo,Medievale,,VI,15.0,105.0,168.0,"Duomo Di Salerno, Catello Arechi, Complesso di Santa Sofia, Lungomare Di Salerno.","Festa di San Matteo, Festival Del Cinema Di Salerno, La Fiera Del Crocifisso, Luci D'artista, Presepe di Sabbia.",http://spod.databenc.it/ethersheet/images/876ab563-6e98-4d5e-a320-b95868b826f3/faa21ff6-06f4-42e1-984b-d7b5f1816d89.jpeg,Wikipedia,Settembre,21,40.682419254128725,14.75935319328574
Salvitelle,504,Maria Antonietta Scelza,Salvitellesi,"Destra-San Marco, Dovina, Fontanelle- Chiuse, Scoria, Taverna Barone-San Nicola,Taverna di Marco-Don Gregorio.",84020,9.6,6,Salve Tellus,"Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Buccino, appartenente al circondario di Campagna.",San Sebastiano e Madonna di Contursi,,,,8.0,19.0,7.0,"Monte San Giocomo, Fiume Tanagro, Valle Del Fiume Bianco","Festa Dell'Ascensione,Fiera di San Sebastiano, Sagra Del Coniglio,",http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/3e62b16f-c1e6-4dba-ab6b-ac26bd46ac39.jpg,Wikipedia,Gennaio,20,40.59197443410919,15.460141511090665
San Cipriano Picentino,4996,Sonia Alfano,Sanciprianesi,"Campigliano, Filetta, Pezzano,Vignale.",84099,17.39,4,Tascio Cecilio Cipriano,San Cipriano deve le sue origini alla distruzione di Picentia. I vari centri che si crearono divennero distretti amministrativi prima di divenire contee e baronie.,San Cipriano,,,,4.0,7.0,21.0,"Frassineto, Pastini,Fuorni,Prepezzano, Antessano, Terravecchia.","Sagra della castagna,Giostra delle contrade, Giovani Castagnani.",http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/341558b3-baab-496b-90bb-e5968e7acc03.jpg,Wikipedia,Settembre,16,40.72001610038164,14.868805607368158
San Giovanni a Piro,3734,Ferdinando Palazzo,Sangiovannesi,"Bosco, Scario",84070,32.0,2,"Il nome è ispirato e riflette il culto del Santo, a cui fu dedicato un monastero benedettino in loco, del quale oggi restano alcuni ruderi. La seconda parte del nome, ossia ""a piro"" è legata probabilmente alla presenza di numerosi alberi di pero in zona.","Ha fatto parte del circondario di Camerota, appartenente al Distretto di Vallo del Regno delle Due Sicilie.",Madonna di Pietrasanta,Medievale,990.0,X,,6.0,3.0,,"Festa patronale, festa delle contrade, festa di san gaetano da thiene",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/5e5015bc-b1cc-4a43-8038-75d6dcfeb402.jpg,http://www.comune.sangiovanniapiro.sa.it/hh/index.php,,,40.05288641808795,15.45152976705703
San Gregorio Magno,4248,Nicola Padula,Gregoriani,"Lavagne, Teglia",84020,49.0,2,Il nome è legato alla forte devozione verso il Santo patrono: San Gregorio Magno. La tradizione racconta che il nome si riferisce al pontefice Gregorio I e che sia stato scelto dagli abitanti in segno di riconoscenza verso i monaci benedettini che vivevano in un convento a lui dedicato.,"L'abitato di San Gregorio Magno si adagiava, fino a qualche tempo fa, sulle sponde di un lago pleistocenico completamente prosciugato sul volgere del XIX secolo. Già fiorente pagus in epoca romana, dopo lo spopolamento dovuto alle invasioni barbariche, fu una grancia benedettina, intorno alla cui chiesa, dedicata all'omonimo santo, venne a formarsi un casale, che divenne autonomo nel corso del XIV secolo, quando fu infeudato alla famiglia Lagni. Il feudo passò successivamente ai Caracciolo, e infine ai Falletti.",San Gregorio Magno,,,,,7.0,4.0,,"Festa patronale, sagra del cinghiale, rappresentazione del presepe vivente",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/449a8e35-515a-4584-8d0f-6143be4782cd.jpg,https://www.comune.sangregoriomagno.sa.it/,Settenbre,3,40.66066497427499,15.398411662212288
San Mango Piemonte,2661,Francesco Di Giacomo,Sanmanghesi,"Monticelli, Piedimonte, Procuoio, Trinità, Chiusa,  Casa Calce, Roscigno",84090,5.0,7,"L'attuale dizione di San Mango Piemonte gli deriva dal primitivo retto duplice nome di Terra Sancti Magni et Pedemontis, dal nome del suo Santo Patrono e dall'antichissimo Casale sorto ai piedi del Monte Tubenna",Deve la sua fondazione a profughi della città di Picentia (odierna Pontecagnano) che furono costretti ad abbandonare la città distrutta ed a rifugiarsi sui monti vicini dando così origine ai paesi della odierna valle del picentino 88,San Magno Martire,Romana,88.0,I,,,3.0,,"Festa patronale, sagra della  gustannurca",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/aac3a5e0-43bb-44d9-9af8-9a2eb89399f9.jpg,https://www.comune.sanmangopiemonte.sa.it/,Agosto,19,40.70177799598817,14.832552636738557
San Marzano sul Sarno,10475,Carmela Zuottolo,"Marzanesi, Sammarzanesi",,84010,5.0,0,,"Le sue origini sono antiche e tra le date tristemente famose è da ricordare il 215 a.C. quando la cittadina fu distrutta da Annibale. I sammarzanesi non si abbatterono e, sfruttando l'ottima posizione geografica, la cittadina divenne approdo di numerosi scafi, aumentando gli scambi commerciali.",San Biagio,Romana,,,,,4.0,,"Festa patronale, okdoriafest ""festa della birra"", la sagra del pomodoro DOP",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/7492140f-b356-4f85-ab19-703ad2afe756.jpg,http://www.comune.sanmarzanosulsarno.sa.it/cda/home.jsp,Febbraio,3,40.775841608883965,14.588232288221759
San Mauro Cilento,878,Giuseppe Cilento,Sanmauresi,"Casalsoprano, Casalsottano, Mezzatorre",84070,15.0,3,,"Il territorio del Comune di San Mauro Cilento presenta caratteristiche diverse man mano che dalla costa si risale verso le colline: ciò non solo a causa della non omogeneità orografica ma anche per un millenario modello di sviluppo agricolo-colturale introdotto dai benedettini.I vari nuclei abitati sono arroccati sul fianco o sul dorsale di una collina e presentano elementi comuni: le abitazioni addossate l’una all’altra e contornate da orti, i muri in pietra calcarea a faccia vista, i tetti costruiti con coppi di terracotta, qua e là una torre o il campanile di una chiesa, i palazzi gentilizi con cortile, pozzo, forno e cantina.Sulla collina della Sala sorge una cappella rurale detta anche di Fiumicello, centro abitato del XII secolo",San Mauro,Medievale,1092.0,XI,,,2.0,,"Festa patronale, mercato settimanale, sagra dei fichi a settembre",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/ce0ae09b-afdb-43ba-b850-2d675f2a346f.jpg,http://www.sanmaurocilento.gov.it/,Luglio,11,40.22754074541165,15.044289063602486
San Mauro La Bruca,587,Francesco Scarabino,"Sanmauresi, Sannazzaresi",San Nazario,84070,18.0,1,Il nome è legato alla forte devozione verso il santo patrono. La bruca prende il nome di un bosco presente nelle zone limitrofe,"San Mauro La Bruca ha un’origine molto antica: diversi sono i rinvenimenti archeologici risalenti già all'Età del Ferro. Dal XIII secolo e fino agli inizi del '700, poi, il paese divenne commenda del Sovrano Militare dell’Ordine di Malta.Sia San Mauro La Bruca sia la frazione di San Nazario, sono stati sede di conventi e monasteri. I benedettini, oltre alla conduzione dei terreni che circondavano i monasteri, influenzarono la nascita di altre attività economiche di cui si trovano diverse testimonianze: il sistema di mulini disposto lungo il corso del fiume Brulara, utilizzato per la lavorazione del grano; numerosi frantoi per la lavorazione delle olive; i resti di un’antica conceria delle pelli, utilizzata per la produzione di pergamene.",Sant'Eufemia di Calcedonia,Medievale,1101.0,XII,,,2.0,,"Festa patronale, sagra della salsiccia",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/67b52de2-18ee-4156-97bb-f43a82733a84.jpg,http://www.comune.sanmaurolabruca.sa.it/,Settembre,16,40.124115989797886,15.288135118221582
